EN045_r03c02_Dep00Ch04_F00/0/00/1	30.00	0	0	0	0	0	3366	22239	22739	22164	22072	5_Ped_Led
EN067_r04c02_Dep00Ch08_F00/0/00/3	4169.40	0	0	0	0	0	3366	22239	22739	22164	22072	0_Good
EN044_r03c01_Dep22Ch01_F00/0/00/0	3863.40	0	0	0	0	0	3366	22239	22739	22164	22072	0_Good
EN066_r04c01_Dep22Ch02_F00/0/00/2	3697.20	0	0	0	0	0	3366	22239	22739	22164	22072	0_Good
EN046_r03c03_Dep00Ch05_F00/0/01/0	4464.60	0	0	0	0	1	3366	22831	23194	22486	22741	0_Good
EN047_r03c04_Dep00Ch06_F00/0/01/1	4575.60	0	0	0	0	1	3366	22831	23194	22486	22741	0_Good
EN068_r04c03_Dep00Ch09_F00/0/01/2	4652.40	0	0	0	0	1	3366	22831	23194	22486	22741	0_Good
EN069_r04c04_Dep00Ch10_F00/0/01/3	5548.20	0	0	0	0	1	3366	22831	23194	22486	22741	0_Good
EN048_r03c05_Dep00Ch07_F00/0/02/0	4776.60	0	0	0	0	2	3366	23201	23586	22854	23091	0_Good
EN070_r04c05_Dep00Ch11_F00/0/02/2	5021.40	0	0	0	0	2	3366	23201	23586	22854	23091	0_Good
EN049_r03c06_Dep01Ch04_F00/0/02/1	4908.00	0	0	0	0	2	3366	23201	23586	22854	23091	0_Good
EN071_r04c06_Dep01Ch08_F00/0/02/3	4186.80	0	0	0	0	2	3366	23201	23586	22854	23091	0_Good
EN050_r03c07_Dep01Ch05_F00/0/03/0	3291.00	0	0	0	0	3	3366	23191	23371	22820	23024	0_Good
EN051_r03c08_Dep01Ch06_F00/0/03/1	3389.40	0	0	0	0	3	3366	23191	23371	22820	23024	0_Good
EN072_r04c07_Dep01Ch09_F00/0/03/2	3256.80	0	0	0	0	3	3366	23191	23371	22820	23024	0_Good
EN073_r04c08_Dep01Ch10_F00/0/03/3	3466.20	0	0	0	0	3	3366	23191	23371	22820	23024	0_Good
EN052_r03c09_Dep01Ch07_F00/0/04/0	4020.60	0	0	0	0	4	3366	23395	23698	22994	23123	0_Good
EN074_r04c09_Dep01Ch11_F00/0/04/2	3526.20	0	0	0	0	4	3366	23395	23698	22994	23123	0_Good
EN053_r03c10_Dep02Ch04_F00/0/04/1	3436.80	0	0	0	0	4	3366	23395	23698	22994	23123	0_Good
EN075_r04c10_Dep02Ch08_F00/0/04/3	3823.20	0	0	0	0	4	3366	23395	23698	22994	23123	0_Good
EN054_r03c11_Dep02Ch05_F00/0/05/0	2985.60	0	0	0	0	5	3366	23510	23860	23132	23274	0_Good
EN055_r03c12_Dep02Ch06_F00/0/05/1	2706.60	0	0	0	0	5	3366	23510	23860	23132	23274	0_Good
EN076_r04c11_Dep02Ch09_F00/0/05/2	2788.80	0	0	0	0	5	3366	23510	23860	23132	23274	0_Good
EN077_r04c12_Dep02Ch10_F00/0/05/3	3403.20	0	0	0	0	5	3366	23510	23860	23132	23274	0_Good
