EN045_r03c02_Dep00Ch04_F00/0/00/1	30.00	0	0	0	0	0	3366	22275	22782	22194	22115	5_Ped_Led
EN067_r04c02_Dep00Ch08_F00/0/00/3	641.40	0	0	0	0	0	3366	22275	22782	22194	22115	0_Good
EN044_r03c01_Dep22Ch01_F00/0/00/0	615.00	0	0	0	0	0	3366	22275	22782	22194	22115	0_Good
EN066_r04c01_Dep22Ch02_F00/0/00/2	572.40	0	0	0	0	0	3366	22275	22782	22194	22115	0_Good
EN046_r03c03_Dep00Ch05_F00/0/01/0	683.40	0	0	0	0	1	3366	22858	23226	22525	22765	0_Good
EN047_r03c04_Dep00Ch06_F00/0/01/1	722.40	0	0	0	0	1	3366	22858	23226	22525	22765	0_Good
EN068_r04c03_Dep00Ch09_F00/0/01/2	695.40	0	0	0	0	1	3366	22858	23226	22525	22765	0_Good
EN069_r04c04_Dep00Ch10_F00/0/01/3	864.00	0	0	0	0	1	3366	22858	23226	22525	22765	0_Good
EN048_r03c05_Dep00Ch07_F00/0/02/0	744.00	0	0	0	0	2	3366	23215	23601	22879	23112	0_Good
EN070_r04c05_Dep00Ch11_F00/0/02/2	795.60	0	0	0	0	2	3366	23215	23601	22879	23112	0_Good
EN049_r03c06_Dep01Ch04_F00/0/02/1	794.40	0	0	0	0	2	3366	23215	23601	22879	23112	0_Good
EN071_r04c06_Dep01Ch08_F00/0/02/3	663.00	0	0	0	0	2	3366	23215	23601	22879	23112	0_Good
EN050_r03c07_Dep01Ch05_F00/0/03/0	462.60	0	0	0	0	3	3366	23204	23386	22835	23041	0_Good
EN051_r03c08_Dep01Ch06_F00/0/03/1	471.60	0	0	0	0	3	3366	23204	23386	22835	23041	0_Good
EN072_r04c07_Dep01Ch09_F00/0/03/2	426.00	0	0	0	0	3	3366	23204	23386	22835	23041	0_Good
EN073_r04c08_Dep01Ch10_F00/0/03/3	453.00	0	0	0	0	3	3366	23204	23386	22835	23041	0_Good
EN052_r03c09_Dep01Ch07_F00/0/04/0	672.00	0	0	0	0	4	3366	23412	23707	23011	23135	0_Good
