EN045_r03c02_Dep00Ch04_F00/0/00/1	30.00	0	0	0	0	0	3366	22245	22761	22148	22072	5_Ped_Led
EN067_r04c02_Dep00Ch08_F00/0/00/3	1247.40	0	0	0	0	0	3366	22245	22761	22148	22072	0_Good
EN044_r03c01_Dep22Ch01_F00/0/00/0	1173.60	0	0	0	0	0	3366	22245	22761	22148	22072	0_Good
EN066_r04c01_Dep22Ch02_F00/0/00/2	1094.40	0	0	0	0	0	3366	22245	22761	22148	22072	0_Good
EN046_r03c03_Dep00Ch05_F00/0/01/0	1335.00	0	0	0	0	1	3366	22854	23224	22473	22750	0_Good
EN047_r03c04_Dep00Ch06_F00/0/01/1	1372.20	0	0	0	0	1	3366	22854	23224	22473	22750	0_Good
EN068_r04c03_Dep00Ch09_F00/0/01/2	1371.60	0	0	0	0	1	3366	22854	23224	22473	22750	0_Good
EN069_r04c04_Dep00Ch10_F00/0/01/3	1673.40	0	0	0	0	1	3366	22854	23224	22473	22750	0_Good
EN048_r03c05_Dep00Ch07_F00/0/02/0	1431.60	0	0	0	0	2	3366	23215	23604	22861	23103	0_Good
EN070_r04c05_Dep00Ch11_F00/0/02/2	1525.80	0	0	0	0	2	3366	23215	23604	22861	23103	0_Good
EN049_r03c06_Dep01Ch04_F00/0/02/1	1515.00	0	0	0	0	2	3366	23215	23604	22861	23103	0_Good
EN071_r04c06_Dep01Ch08_F00/0/02/3	1263.00	0	0	0	0	2	3366	23215	23604	22861	23103	0_Good
EN050_r03c07_Dep01Ch05_F00/0/03/0	941.40	0	0	0	0	3	3366	23203	23382	22813	23031	0_Good
EN051_r03c08_Dep01Ch06_F00/0/03/1	968.40	0	0	0	0	3	3366	23203	23382	22813	23031	0_Good
EN072_r04c07_Dep01Ch09_F00/0/03/2	892.20	0	0	0	0	3	3366	23203	23382	22813	23031	0_Good
EN073_r04c08_Dep01Ch10_F00/0/03/3	958.20	0	0	0	0	3	3366	23203	23382	22813	23031	0_Good
EN052_r03c09_Dep01Ch07_F00/0/04/0	1254.00	0	0	0	0	4	3366	23408	23713	23003	23135	0_Good
EN074_r04c09_Dep01Ch11_F00/0/04/2	1072.20	0	0	0	0	4	3366	23408	23713	23003	23135	0_Good
EN053_r03c10_Dep02Ch04_F00/0/04/1	1084.20	0	0	0	0	4	3366	23408	23713	23003	23135	0_Good
EN075_r04c10_Dep02Ch08_F00/0/04/3	1175.40	0	0	0	0	4	3366	23408	23713	23003	23135	0_Good
EN054_r03c11_Dep02Ch05_F00/0/05/0	891.00	0	0	0	0	5	3366	23517	23871	23141	23282	0_Good
EN055_r03c12_Dep02Ch06_F00/0/05/1	783.00	0	0	0	0	5	3366	23517	23871	23141	23282	0_Good
EN076_r04c11_Dep02Ch09_F00/0/05/2	829.20	0	0	0	0	5	3366	23517	23871	23141	23282	0_Good
EN077_r04c12_Dep02Ch10_F00/0/05/3	1002.60	0	0	0	0	5	3366	23517	23871	23141	23282	0_Good
EN056_r03c13_Dep02Ch07_F00/0/06/0	1142.40	0	0	0	0	6	3366	23560	23922	23270	23304	0_Good
EN078_r04c13_Dep02Ch11_F00/0/06/2	1061.40	0	0	0	0	6	3366	23560	23922	23270	23304	0_Good
EN057_r03c14_Dep03Ch04_F00/0/06/1	1387.80	0	0	0	0	6	3366	23560	23922	23270	23304	0_Good
EN079_r04c14_Dep03Ch08_F00/0/06/3	1326.60	0	0	0	0	6	3366	23560	23922	23270	23304	0_Good
EN058_r03c15_Dep03Ch05_F00/0/07/0	1672.20	0	0	0	0	7	3366	23480	23729	23249	23145	0_Good
EN059_r03c16_Dep03Ch06_F00/0/07/1	1631.40	0	0	0	0	7	3366	23480	23729	23249	23145	0_Good
EN080_r04c15_Dep03Ch09_F00/0/07/2	1396.20	0	0	0	0	7	3366	23480	23729	23249	23145	0_Good
EN081_r04c16_Dep03Ch10_F00/0/07/3	1336.80	0	0	0	0	7	3366	23480	23729	23249	23145	0_Good
EN060_r03c17_Dep03Ch07_F00/0/08/0	1402.20	0	0	0	0	8	3366	23085	23511	22891	23024	0_Good
EN082_r04c17_Dep03Ch11_F00/0/08/2	1281.60	0	0	0	0	8	3366	23085	23511	22891	23024	0_Good
EN061_r03c18_Dep04Ch04_F00/0/08/1	1360.80	0	0	0	0	8	3366	23085	23511	22891	23024	0_Good
EN083_r04c18_Dep04Ch08_F00/0/08/3	1524.00	0	0	0	0	8	3366	23085	23511	22891	23024	0_Good
EN062_r03c19_Dep04Ch05_F00/0/09/0	1434.60	0	0	0	0	9	3366	22952	23397	22951	23033	0_Good
EN063_r03c20_Dep04Ch06_F00/0/09/1	1260.60	0	0	0	0	9	3366	22952	23397	22951	23033	0_Good
EN084_r04c19_Dep04Ch09_F00/0/09/2	1590.00	0	0	0	0	9	3366	22952	23397	22951	23033	0_Good
EN085_r04c20_Dep04Ch10_F00/0/09/3	1408.80	0	0	0	0	9	3366	22952	23397	22951	23033	0_Good
EN064_r03c21_Dep04Ch07_F00/0/10/0	1407.00	0	0	0	0	10	3366	23327	23452	23051	22982	0_Good
EN086_r04c21_Dep04Ch11_F00/0/10/2	1474.20	0	0	0	0	10	3366	23327	23452	23051	22982	0_Good
EN065_r03c22_Dep23Ch01_F00/0/10/1	1113.60	0	0	0	0	10	3366	23327	23452	23051	22982	0_Good
EN087_r04c22_Dep23Ch02_F00/0/10/3	1187.40	0	0	0	0	10	3366	23327	23452	23051	22982	0_Good
EN089_r05c02_Dep00Ch12_F01/0/00/1	1716.60	0	0	1	0	0	3366	22153	22645	21999	22007	0_Good
EN111_r06c02_Dep00Ch16_F01/0/00/3	1543.80	0	0	1	0	0	3366	22153	22645	21999	22007	0_Good
EN088_r05c01_Dep22Ch03_F01/0/00/0	1786.80	0	0	1	0	0	3366	22153	22645	21999	22007	0_Good
EN110_r06c01_Dep22Ch04_F01/0/00/2	1524.60	0	0	1	0	0	3366	22153	22645	21999	22007	0_Good
EN090_r05c03_Dep00Ch13_F01/0/01/0	1039.80	0	0	1	0	1	3366	22609	23244	22428	22598	0_Good
EN091_r05c04_Dep00Ch14_F01/0/01/1	1119.00	0	0	1	0	1	3366	22609	23244	22428	22598	0_Good
EN112_r06c03_Dep00Ch17_F01/0/01/2	1025.40	0	0	1	0	1	3366	22609	23244	22428	22598	0_Good
